idx	poly_var	poly_cov	length	frequencies	natural	fcfs	caplan	natural_length	fcfs_length	caplan_length
22499	26.46276961252416	-2469.362637308298	5	2	22499	suorasta	ehdottavat	5	8	10
22500	8.62530211122632	-2489.2923851695946	5	2	22500	rakennuksensa	aseman	5	13	6
22501	115.6053510418834	-2263.6025709808346	5	7	22501	heinäkuuta	tehokillinen	5	10	12
22502	19.388325183036837	-2486.214763512007	5	2	22502	joulue	tampereen	5	6	9
22503	-inf	-inf	5	1	22503	kunitiikaan	leviä	5	11	5
22504	20.93951926284092	-2475.7065777866837	5	2	22504	teknisia	vuoteena	5	8	8
22505	-inf	-inf	5	1	22505	kommatkilla	maailmansotaan	5	11	14
22506	-1.011983581877305	-2500.2099925585103	5	2	22506	pitämät	lähettävät	5	7	10
22507	-inf	-inf	5	1	22507	kertuu	keskustetta	5	6	11
22508	-20.146992938718547	-2515.342870868624	5	2	22508	kaikiassa	valtasa	5	9	7
22509	-5.166495730108858	-2507.766127972578	5	2	22509	asemista	miljardin	5	8	9
22510	107.59449272325584	-1823.95318912634	5	25	22510	keskittämällä	tehtävässä	5	13	10
22511	30.285610982792324	-2471.4971881602232	5	2	22511	tekstissään	kansainvälisten	5	11	15
22512	96.81441103627157	-2310.293920755746	5	6	22512	liikevasto	seuraavan	5	10	9
22513	92.85595928200624	-2314.695470042428	5	6	22513	tehopilliset	saatteen	5	12	8
22514	-inf	-inf	5	1	22514	kertomista	taisteluja	5	10	10
22515	69.32432988811195	-2406.472782664325	5	3	22515	puhtaasi	heistä	5	8	6
22516	50.99824385330899	-2426.811411379169	5	3	22516	paivat	perissä	5	6	7
22517	142.77334858495198	-1030.6866283307045	5	56	22517	puolistus	omistamaan	5	9	10
22518	111.38927202834805	-2293.3329539824413	5	6	22518	suurimmaan	taineen	5	10	7
22519	98.3492117297954	-2115.130173970356	5	15	22519	osivallista	kertoa	5	11	6
22520	41.262495856811945	-2437.9192915671333	5	3	22520	toisteet	tulevaisuudessa	5	8	15
22521	2.583260247805291	-2500.8837078147403	5	2	22521	puolestinan	neljäkkää	5	11	9
22522	-inf	-inf	5	1	22522	maailmanmestaruudesta	puolen	5	21	6
22523	119.21948527395412	-1991.9599041105992	5	18	22523	palkaista	tarjotaan	5	9	9
22524	-inf	-inf	5	1	22524	kiintiä	kesäinen	5	7	8
22525	-inf	-inf	5	1	22525	tead	kuulunut	5	4	8
22526	73.75035981837581	-2390.112347219253	5	4	22526	halunnetta	koton	5	10	5
22527	43.26077190821537	-2412.408262907956	5	4	22527	poikeaa	suunniteltain	5	7	13
22528	-inf	-inf	5	1	22528	joitajan	vastaksen	5	8	9
22529	-inf	-inf	5	1	22529	piirtein	suositun	5	8	8
22530	-inf	-inf	5	1	22530	kukina	kartio	5	6	6
22531	-inf	-inf	5	1	22531	kortinin	pitkän	5	8	6
22532	73.29795463976697	-2377.5958821978907	5	4	22532	tarkoittajat	esimikännen	5	12	11
22533	-inf	-inf	5	1	22533	soiraalin	kymmenen	5	9	8
22534	-inf	-inf	5	1	22534	kattovat	taloudelle	5	8	10
22535	84.70236912177464	-2320.2993939291955	5	6	22535	musiikassa	minuutissa	5	10	10
22536	-inf	-inf	5	1	22536	saapuvan	kirjoittaa	5	8	10
22537	88.57379490298095	-2340.1799323348623	5	5	22537	kalikon	tutkimuksen	5	7	11
22538	-inf	-inf	5	1	22538	mykyin	korvateltiin	5	6	12
22539	-inf	-inf	5	1	22539	sarren	kestaavat	5	6	9
22540	77.6526984491788	-2393.751937815897	5	3	22540	liikennettyä	neestä	5	12	6
22541	-inf	-inf	5	1	22541	pituella	venäläiset	5	8	10
22542	-inf	-inf	5	1	22542	hentter	albumilla	5	7	9
22543	114.65115277078276	-1594.340922151492	5	34	22543	tietokija	asunto	5	9	6
22544	43.75138200081748	-2431.609789034531	5	3	22544	varausi	seuraavan	5	7	9
22545	-inf	-inf	5	1	22545	kaletta	kansalliskuuta	5	7	14
22546	-inf	-inf	5	1	22546	myytyn	tuloksenaan	5	6	11
22547	-inf	-inf	5	1	22547	vuosten	taloutettu	5	7	10
22548	-inf	-inf	5	1	22548	lopettaja	tehtävässään	5	9	12
22549	-inf	-inf	5	1	22549	harjottelusta	tuottantoa	5	13	10
22550	-inf	-inf	5	1	22550	maaliuskon	kappaleessa	5	10	11
22551	-inf	-inf	5	1	22551	todettain	pistetty	5	9	8
22552	-inf	-inf	5	1	22552	kukistaa	joukkue	5	8	7
22553	13.52340171639868	-2483.92470767854	5	2	22553	valtanuksi	alueilla	5	10	8
22554	102.51268881766848	-2334.212623484783	5	5	22554	kotiinaan	hollantia	5	9	9
22555	81.59713292946817	-2321.8412257994364	5	6	22555	maailmassaon	muutoksen	5	12	9
22556	-66.28020394717127	-2562.461706524728	5	2	22556	saatuoista	tuottaa	5	10	7
22557	73.3550088522948	-2385.7001025334075	5	4	22557	alanton	valmistuksenaan	5	7	15
22558	50.96419404016057	-2357.526500055148	5	6	22558	palkittuaan	elämään	5	11	7
22559	111.82609145120507	-1992.064709996832	5	18	22559	joulukuuspa	saarten	5	11	7
22560	-inf	-inf	5	1	22560	kalomuksen	koiraka	5	10	7
22561	-inf	-inf	5	1	22561	palauttavat	kansainvälistä	5	11	14
22562	62.73816484234224	-2412.2397928921177	5	3	22562	saantava	puolueen	5	8	8
22563	110.89792447413905	-2102.720424650136	5	14	22563	turkilla	jokaisesti	5	8	10
22564	81.77482815606204	-2346.004485723881	5	5	22564	kuulevaston	kuvaa	5	11	5
22565	152.8227599159538	-341.36053675767647	5	86	22565	luoteilijan	heikoksen	5	11	9
22566	-inf	-inf	5	1	22566	muitassa	marin	5	8	5
22567	-inf	-inf	5	1	22567	kuuluksi	keskittynyt	5	8	11
22568	101.50112263768482	-2202.293303967607	5	10	22568	kuupun	korkeiteiden	5	6	12
22569	-inf	-inf	5	1	22569	maaleveen	vankea	5	9	6
22570	73.59432064717859	-2402.835051521094	5	3	22570	katsettu	maatilan	5	8	8
22571	-inf	-inf	5	1	22571	siliikun	vaalissa	5	8	8
22572	-inf	-inf	5	1	22572	maalakset	kenteä	5	9	6
22573	-inf	-inf	5	1	22573	rannatkeita	poista	5	11	6
22574	-inf	-inf	5	1	22574	kiinnoa	lintaan	5	7	7
22575	-inf	-inf	5	1	22575	ostan	matkalla	5	5	8
22576	-inf	-inf	5	1	22576	kaakosa	vastaavat	5	7	9
22577	68.81803497775115	-2410.3288252586226	5	3	22577	aloittuvat	aisemmalla	5	10	10
22578	-inf	-inf	5	1	22578	valittii	kaupunginvaltainen	5	8	18
22579	-inf	-inf	5	1	22579	suuriomaiseen	saarien	5	13	7
22580	-inf	-inf	5	1	22580	venezet	sijaitsevalle	5	7	13
22581	-inf	-inf	5	1	22581	laintannen	muutamaan	5	10	9
22582	98.64878624554152	-2209.0970771682387	5	10	22582	jarkoi	merkittävät	5	6	11
22583	53.82059197458665	-2395.236843859623	5	4	22583	laukaa	laivat	5	6	6
22584	4.476422910758477	-2494.3641114071097	5	2	22584	kaupunginsainmaalla	tapahtumansa	5	19	12
22585	37.0817049315112	-2446.13204029637	5	3	22585	lentokentelevät	keskustelun	5	15	11
22586	123.29036139915785	-2059.176981323445	5	15	22586	antain	tuloksen	5	6	8
22587	47.56968027738045	-2383.9982006713485	5	5	22587	vetäyttäjä	metsän	5	10	6
22588	63.64847864438754	-2410.881888178647	5	3	22588	ansimmat	vaikutti	5	8	8
22589	100.1073532213133	-2082.115644097217	5	15	22589	kapelli	saarten	5	7	7
22590	71.65260624999092	-2382.599873636352	5	4	22590	tapperi	pitkään	5	7	7
22591	-inf	-inf	5	1	22591	tutoutui	materiaalisen	5	8	13
22592	64.84000747023404	-2386.67552022679	5	4	22592	melistön	senelväntymisen	5	8	15
22593	87.07471706983311	-2294.470331057301	5	7	22593	oppin	viljellä	5	5	8
22594	-inf	-inf	5	1	22594	täydellinen	henkilöiden	5	11	11
22595	-39.08817836398536	-2533.86135120788	5	2	22595	jolteita	viedonnen	5	8	9
22596	-inf	-inf	5	1	22596	vahvena	kohtia	5	7	6
22597	104.60502149289816	-2202.00222011656	5	10	22597	elokuvaita	alueella	5	10	8
22598	21.086245229528625	-2479.399861981481	5	2	22598	aloittaista	henkelä	5	11	7
22599	92.01069069437848	-2216.573512353354	5	10	22599	käsikyhteensä	kultavat	5	13	8
22600	115.44966959459998	-2190.981530533482	5	10	22600	käyneen	sotilaa	5	7	7
22601	23.18076002063245	-2477.2263237981924	5	2	22601	kehittävyt	silmissä	5	10	8
22602	-31.876546813557788	-2531.3021782885785	5	2	22602	sijoittain	teolosta	5	10	8
22603	-inf	-inf	5	1	22603	aleksantin	kannat	5	10	6
22604	87.87540225091243	-2068.2435793496124	5	16	22604	elimityksi	pelaavat	5	10	8
22605	21.5230701558305	-2472.1263047482585	5	2	22605	rakenttamentin	toiset	5	14	6
22606	97.6660691233442	-2338.8295177051077	5	5	22606	kaksina	kaupunkien	5	7	10
22607	136.5028666379388	-2046.4502996855883	5	15	22607	kiinnon	isä	5	7	3
22608	-inf	-inf	5	1	22608	pinalainen	kehittyi	5	10	8
22609	-inf	-inf	5	1	22609	estakunnallinen	alueella	5	15	8
22610	108.96074491548931	-2194.415769422498	5	10	22610	korkeinnassa	suomalaiset	5	12	11
22611	33.80843205828334	-2470.304915827226	5	2	22611	markkialla	kerralla	5	10	8
22612	-2.977805303184359	-2505.2223814471527	5	2	22612	elivalle	kiinnostuksen	5	8	13
22613	101.48860780414684	-2245.866447341283	5	8	22613	miehenkilöin	komentaja	5	12	9
22614	-inf	-inf	5	1	22614	valtavoittiin	kaupunginosalla	5	13	15
22615	-inf	-inf	5	1	22615	kerrallimin	harvitta	5	11	8
22616	114.61571058609294	-2283.6039168840166	5	6	22616	kiestaaisen	liittou	5	11	7
22617	-inf	-inf	5	1	22617	liikenet	sisältämään	5	8	11
22618	-inf	-inf	5	1	22618	kenterään	vastasivat	5	9	10
22619	-inf	-inf	5	1	22619	vaikkakuntaan	arvolaiset	5	13	10
22620	-inf	-inf	5	1	22620	järjestöttä	suunnitelmansa	5	11	14
22621	-109.77951441627216	-2611.4028868604823	5	2	22621	venätti	komentakunnan	5	7	13
22622	77.8089742685036	-2398.771346259071	5	3	22622	saa	vahvasti	5	3	8
22623	61.9774566844907	-2390.9442803509564	5	4	22623	vakasi	perheensä	5	6	9
22624	-inf	-inf	5	1	22624	suosallistunut	radion	5	14	6
22625	-inf	-inf	5	1	22625	lakattava	keskustassa	5	9	11
22626	55.79906938322274	-2426.494090010028	5	3	22626	stelkään	peli	5	8	4
22627	75.1824772383061	-2394.791420813129	5	3	22627	kerroksensa	venäjännä	5	11	9
22628	-inf	-inf	5	1	22628	rakentamista	vaihtele	5	12	8
22629	50.2316470094919	-2428.469925023857	5	3	22629	valtiotaan	kutsuttuaan	5	10	11
22630	-inf	-inf	5	1	22630	sisäisty	saavat	5	8	6
22631	-inf	-inf	5	1	22631	venemeiden	palautteiden	5	10	12
22632	-inf	-inf	5	1	22632	lentokirjaili	karjalaisen	5	13	11
22633	-inf	-inf	5	1	22633	oma	pitkiä	5	3	6
22634	-inf	-inf	5	1	22634	elimikkölissä	kaarlas	5	13	7
22635	-inf	-inf	5	1	22635	kaupaleissa	päättynyt	5	11	9
22636	-2.4876717745077896	-2499.0845131460014	5	2	22636	viljan	virkossa	5	6	8
22637	-inf	-inf	5	1	22637	vanhiin	kanssa	5	7	6
22638	-41.35563890879683	-2540.141127318689	5	2	22638	kaupunginvalman	taloja	5	15	6
22639	-inf	-inf	5	1	22639	arina	maalin	5	5	6
22640	114.1154474512632	-2060.5408727399854	5	15	22640	tarvittaen	puistoi	5	10	7
22641	-inf	-inf	5	1	22641	pidemmäisen	vaikea	5	11	6
22642	5.694036001296041	-2451.100479788203	5	4	22642	kuljettavan	hallitsavat	5	11	11
22643	-157.5300103734637	-2659.149304890866	5	2	22643	luokkaan	tunnelun	5	8	8
22644	-inf	-inf	5	1	22644	ehdottamaan	korkeakoulun	5	11	12
22645	100.57954878752224	-2283.8304263106907	5	7	22645	heino	saattaa	5	5	7
22646	-inf	-inf	5	1	22646	jääminen	maailman	5	8	8
22647	-inf	-inf	5	1	22647	kerittänyt	suomalaisen	5	10	11
22648	-inf	-inf	5	1	22648	lakeaksi	vaalista	5	8	8
22649	14.947691861922909	-2490.507567071093	5	2	22649	varattiin	tehokennellyt	5	9	13
22650	-inf	-inf	5	1	22650	ravinkon	vakikollinen	5	8	12
22651	84.15355459667573	-2254.120766452313	5	9	22651	kilpaille	alueita	5	9	7
22652	-92.73843872115748	-2588.572232198112	5	2	22652	kaligonin	pitä	5	9	4
22653	-inf	-inf	5	1	22653	merkittyvässä	vastasi	5	13	7
22654	127.73026551383212	-1859.9858653048027	5	23	22654	tarjoituksien	saattuivat	5	13	10
22655	-inf	-inf	5	1	22655	kansainvälten	valtaa	5	13	6
22656	71.12094596241967	-2383.185214740756	5	4	22656	tuketaan	suosituksen	5	8	11
22657	71.74105211181545	-2405.767515290662	5	3	22657	kalose	kirjoituksen	5	6	12
22658	75.01040653232606	-2396.273251897441	5	3	22658	anteriaa	markkaan	5	8	8
22659	78.06159339298055	-2380.048513483489	5	4	22659	leoksasta	kaupungistan	5	9	12
22660	-inf	-inf	5	1	22660	perinnen	perustaminen	5	8	12
22661	-inf	-inf	5	1	22661	levyyhtyö	suurta	5	9	6
22662	21.698004028982112	-2480.045713584743	5	2	22662	vaikutuksista	koulua	5	13	6
22663	71.37560136148284	-2404.985716033634	5	3	22663	parhailmaan	saarta	5	11	6
22664	-inf	-inf	5	1	22664	ventamaan	maalista	5	9	8
22665	136.9801033596098	-1719.441228801003	5	28	22665	kiintinyt	vastuutaan	5	9	10
22666	119.32630713805804	-1986.4530083835507	5	18	22666	kapinin	kasvaavat	5	7	9
22667	97.65845235570278	-2161.7948292365927	5	12	22667	kiertuo	tuloksella	5	7	10
22668	-2.553356592403869	-2506.375635228395	5	2	22668	aiheudessa	päätti	5	10	6
22669	-30.90038979759497	-2533.2265732660217	5	2	22669	soittoa	tekstin	5	7	7
22670	-1.7214735864753996	-2498.5262984441392	5	2	22670	menimmin	kuuluva	5	8	7
22671	-inf	-inf	5	1	22671	yhdisteet	tutotaan	5	9	8
22672	114.35108294500216	-1894.5325660220287	5	22	22672	turittu	hallitsevalle	5	7	13
22673	110.29999720739852	-2131.546453266519	5	13	22673	marikon	mari	5	7	4
22674	8.864956495550627	-2495.2578076544128	5	2	22674	amerioin	varsinainen	5	8	11
22675	107.84104705153275	-2295.8841461996167	5	6	22675	kaupunginvalhen	taiteen	5	15	7
22676	-inf	-inf	5	1	22676	tavattui	rauhan	5	8	6
22677	-inf	-inf	5	1	22677	merkkitävää	kaupunkia	5	11	9
22678	99.3278783165996	-2306.458345869355	5	6	22678	kolminsan	kuvion	5	9	6
22679	141.7349145873199	-649.8279456477621	5	72	22679	loputtu	johtanut	5	7	8
22680	-inf	-inf	5	1	22680	tuottajat	omaan	5	9	5
22681	-inf	-inf	5	1	22681	tuomisia	tapaus	5	8	6
22682	-inf	-inf	5	1	22682	ristoriallinen	kauppaivat	5	14	10
22683	12.098813008992552	-2467.6849461276697	5	3	22683	puittajan	vangemman	5	9	9
22684	107.09134578333644	-2322.3916432761835	5	5	22684	saanee	tuhoaa	5	6	6
22685	12.237307198079357	-2484.011436745363	5	2	22685	mestarissa	mintaali	5	10	8
22686	-inf	-inf	5	1	22686	lentokaden	olemaan	5	10	7
22687	62.18742961499849	-2415.13152826451	5	3	22687	karinalla	raskaisi	5	9	8
22688	127.07867966002242	-1908.390801669884	5	21	22688	kelkosen	sanomalla	5	8	9
22689	96.50348841729092	-2309.5589236744872	5	6	22689	markkun	kuukaudesta	5	7	11
22690	101.1473501972764	-2234.957042165366	5	9	22690	merkin	nyki	5	6	4
22691	128.24894317505502	-1978.7039216097623	5	18	22691	laajotetaan	lentokone	5	11	9
22692	-inf	-inf	5	1	22692	järjestetyt	saapuu	5	11	6
22693	-inf	-inf	5	1	22693	kauppeenia	pääkomentaa	5	10	11
22694	-inf	-inf	5	1	22694	paikol	kolmaskunnan	5	6	12
22695	69.79442313839672	-2407.899391397913	5	3	22695	kotoivat	vaalen	5	8	6
22696	139.67470001610417	-1500.686739777384	5	37	22696	pakallus	luok	5	8	4
22697	-10.576467299044197	-2514.748928363488	5	2	22697	tukemalta	tarvettaa	5	9	9
22698	98.04163520526994	-2357.099789600818	5	4	22698	kuninkaalti	maalin	5	11	6
22699	-inf	-inf	5	1	22699	sannattiin	vetäältä	5	10	8
22700	-inf	-inf	5	1	22700	kilasta	kaupun	5	7	6
22701	6.492340942487405	-2491.584999563801	5	2	22701	tekstinen	kulat	5	9	5
22702	-inf	-inf	5	1	22702	täyllisen	vastustaan	5	9	10
22703	106.34368078972632	-2180.613583002095	5	11	22703	jaksaa	ruutalle	5	6	8
22704	-inf	-inf	5	1	22704	hongor	kulkaiseen	5	6	10
22705	-8.826001049268994	-2506.0165436167003	5	2	22705	sattelissa	kirjat	5	10	6
22706	-inf	-inf	5	1	22706	maailmantuntamaan	venäjän	5	17	7
22707	-inf	-inf	5	1	22707	hirkaan	maajoukkueen	5	7	12
22708	122.20415750042214	-2138.2156547779427	5	12	22708	kakson	suunnittelin	5	6	12
22709	78.19332384837423	-2395.3645358693675	5	3	22709	maailmansaa	viimekset	5	11	9
22710	121.85916855795858	-2259.3379856087126	5	7	22710	katema	koulu	5	6	5
22711	-inf	-inf	5	1	22711	peliissä	tekijöiden	5	8	10
22712	-inf	-inf	5	1	22712	metsäameren	tarinalla	5	11	9
22713	-inf	-inf	5	1	22713	kansait	kommunisti	5	7	10
22714	80.02148016498899	-2352.506578602092	5	5	22714	salaisimmin	laivassa	5	11	8
22715	-inf	-inf	5	1	22715	eteläppolin	alantoiset	5	11	10
22716	64.44969765961513	-2412.4974514979112	5	3	22716	kulava	lainensä	5	6	8
22717	105.9660454125454	-2229.238792201007	5	9	22717	leningan	ranskalainen	5	8	12
22718	29.362537443914217	-2472.604999429168	5	2	22718	palvelevat	maalauksen	5	10	10
22719	9.403399090941305	-2489.109668428377	5	2	22719	maaleiksi	keskeyttivät	5	9	12
22720	-inf	-inf	5	1	22720	kokennettava	perinteen	5	12	9
22721	69.24719360540817	-2391.4612281673767	5	4	22721	markkinon	tuloksen	5	9	8
22722	62.09030482068084	-2396.938086846161	5	4	22722	suurempien	rakentava	5	10	9
22723	-inf	-inf	5	1	22723	jälkein	tuhoutunut	5	7	10
22724	10.668694027465282	-2484.113534715732	5	2	22724	liikkaan	käyttää	5	8	7
22725	37.14423507164251	-2462.4679512723505	5	2	22725	joukkueiden	matkustaja	5	11	10
22726	-27.73290964428824	-2520.8604783555666	5	2	22726	alittiin	metriä	5	8	6
22727	-inf	-inf	5	1	22727	kauppalina	saamista	5	10	8
22728	115.5055075458209	-2182.455073880707	5	10	22728	osallistanut	puhelin	5	12	7
22729	21.340602066709888	-2475.755328853716	5	2	22729	aseivat	kansalainen	5	7	11
22730	83.62434334205275	-2351.001012698749	5	5	22730	suonee	käytetty	5	6	8
22731	119.03652875410506	-1494.7736459700225	5	38	22731	hallinnossa	pakkaisi	5	11	8
22732	49.78872426632103	-2399.0400391326702	5	4	22732	liikkeitä	seitsemään	5	9	10
22733	33.81558928828164	-2466.3587027034428	5	2	22733	olivoin	sopimuksen	5	7	10
22734	-inf	-inf	5	1	22734	meneessä	laittaa	5	8	7
22735	-inf	-inf	5	1	22735	olettaja	sanomien	5	8	8
22736	-inf	-inf	5	1	22736	osisten	singonen	5	7	8
22737	100.4552039550872	-2280.707517882789	5	7	22737	suorittain	vahvisti	5	10	8
22738	-inf	-inf	5	1	22738	kriistisiä	piirikunta	5	10	10
22739	106.51270258727187	-2031.879956060988	5	17	22739	työskenteli	alkehoin	5	11	8
22740	7.273720039111455	-2490.0817729228893	5	2	22740	kertottu	samanlaisia	5	8	11
22741	107.80103700763604	-2156.9902374916687	5	12	22741	ristinyt	senttämään	5	8	10
22742	58.89725566270504	-2421.909899054127	5	3	22742	papeli	tarkoittaa	5	6	10
22743	82.14913394912227	-1591.0033123950157	5	36	22743	kerpomaan	sisälsivät	5	9	10
22744	108.20913945538264	-2320.547027584209	5	5	22744	talokuhen	kertomaan	5	9	9
22745	-inf	-inf	5	1	22745	johtajien	taistelun	5	9	9
22746	-inf	-inf	5	1	22746	toimintukset	käsityksen	5	12	10
22747	-81.99744249933887	-2584.047780641882	5	2	22747	laajaista	liittyä	5	9	7
22748	-inf	-inf	5	1	22748	kansanumpaluun	katoi	5	14	5
22749	95.6792594992391	-2062.352752355996	5	16	22749	helemaan	suunnalla	5	8	9
22750	-220.05244568200848	-2720.9838721336705	5	2	22750	liittyviksi	vaihteessa	5	11	10
22751	139.9206599723397	-940.1372016795184	5	60	22751	suunnittelissa	liitosta	5	14	8
22752	-inf	-inf	5	1	22752	arvostalainen	kielistä	5	13	8
22753	-inf	-inf	5	1	22753	selkäaikaisen	tukemaan	5	13	8
22754	-73.78495447256216	-2576.2988557157046	5	2	22754	linnuksen	kokema	5	9	6
22755	-inf	-inf	5	1	22755	lauloi	pienin	5	6	6
22756	43.1461846834597	-2409.3260833709305	5	4	22756	venäjäytyivät	tarven	5	13	6
22757	125.7416177391546	-2178.988325063266	5	10	22757	kansallispuin	kaupungin	5	13	9
22758	-inf	-inf	5	1	22758	peliosailla	saattaen	5	11	8
22759	-inf	-inf	5	1	22759	vahvintoja	arvella	5	10	7
22760	-65.99734889681143	-2568.246396764596	5	2	22760	haatoa	miele	5	6	5
22761	61.96194247352166	-2335.5934057338536	5	6	22761	robers	merkittävien	5	6	12
22762	107.98043830212649	-2270.365623930167	5	7	22762	suunniteltuaan	tanskalainen	5	14	12
22763	-10.58502721954294	-2514.048151415197	5	2	22763	katsuneen	pari	5	9	4
22764	-inf	-inf	5	1	22764	lähittävä	elivat	5	9	6
22765	-0.9085169273090798	-2498.600497073878	5	2	22765	pyrättiin	viedenä	5	9	7
22766	81.54641318193693	-2327.636125388188	5	6	22766	julkaistu	selkään	5	9	7
22767	-inf	-inf	5	1	22767	järjestellä	viiras	5	11	6
22768	118.9291565455184	-2015.1312732549727	5	17	22768	luottantuneet	taudella	5	13	8
22769	-inf	-inf	5	1	22769	singeleltään	taistelun	5	12	9
22770	-inf	-inf	5	1	22770	tekemaan	käyttää	5	8	7
22771	-inf	-inf	5	1	22771	sopimaa	erottaa	5	7	7
22772	-inf	-inf	5	1	22772	esiintyvistä	aleksandr	5	12	9
22773	87.53675327689028	-2361.1815963686176	5	4	22773	laajennukseen	valtakunna	5	13	10
22774	-inf	-inf	5	1	22774	sisälusi	maailmansodassa	5	8	15
22775	-inf	-inf	5	1	22775	lisattu	heikossa	5	7	8
22776	110.31235794448132	-2174.2245094006066	5	11	22776	parli	valtaloittaa	5	5	12
22777	94.1188347665979	-2336.624793021116	5	5	22777	vaalaan	laittaa	5	7	7
22778	131.30336606126818	-1853.3134800297576	5	23	22778	sampu	kaupunginveljen	5	5	15
22779	105.72296926139953	-2244.838504635403	5	8	22779	melkään	pienempi	5	7	8
22780	117.53763253463654	-1969.081741201684	5	19	22780	levittävät	kansallista	5	10	11
22781	106.92057389033572	-2123.325643150363	5	13	22781	lisäa	korkeakoulussa	5	5	14
22782	-inf	-inf	5	1	22782	samanlaisuuden	sijalla	5	14	7
22783	120.7441045945469	-2087.269778248143	5	14	22783	tekniikaun	sijaitsee	5	10	9
22784	-inf	-inf	5	1	22784	karpinasta	keina	5	10	5
22785	103.63475316290088	-2048.128081700628	5	16	22785	maksossa	vaaleen	5	8	7
22786	-36.81477960220489	-2538.400637438735	5	2	22786	margo	sanomalla	5	5	9
22787	-inf	-inf	5	1	22787	kevinneen	laitteiden	5	9	10
22788	-inf	-inf	5	1	22788	tekeväinen	tunnetun	5	10	8
22789	95.13911840318848	-2336.6494528480166	5	5	22789	yhteiskuntaan	saada	5	13	5
22790	112.34100475616592	-2220.07576696777	5	9	22790	veiäsi	tehtävänsä	5	6	10
22791	84.61373614282599	-2377.32662821832	5	4	22791	vartin	laintaan	5	6	8
22792	107.69204678627008	-1929.4823457424675	5	21	22792	erillisten	aikaisemman	5	10	11
22793	110.26101080423972	-2099.4375265910385	5	14	22793	saimaan	laajentanut	5	7	11
22794	-inf	-inf	5	1	22794	piinret	tuottamisesti	5	7	13
22795	-inf	-inf	5	1	22795	kenttaa	kansalliset	5	7	11
22796	81.28375577409442	-2370.5940917179964	5	4	22796	kerteen	kerratiikassa	5	7	13
22797	74.44558248622363	-2375.4777668618217	5	4	22797	valvoja	perittävät	5	7	10
22798	73.63405551883393	-2360.1084735066725	5	5	22798	tuuttuu	laivan	5	7	6
22799	-inf	-inf	5	1	22799	kaupunginveljestää	kulojeen	5	18	8
22800	16.49320225908128	-2479.4301420126294	5	2	22800	metriläinen	korkeimmille	5	11	12
22801	-inf	-inf	5	1	22801	lukuuttamiseen	tehdässä	5	14	8
22802	-inf	-inf	5	1	22802	maailmanmestanuksen	kuuluun	5	19	7
22803	96.6093857026638	-2257.6273157051933	5	8	22803	kaupalla	kaupunki	5	8	8
22804	-inf	-inf	5	1	22804	kärsikyn	laitteen	5	8	8
22805	54.25955774092647	-2403.706615833902	5	4	22805	järjen	syntymään	5	6	9
22806	86.10748664138067	-2316.8093600625216	5	6	22806	kiertoja	käsikirjoittaja	5	8	15
22807	37.28868398803279	-2425.045943853196	5	4	22807	hiikko	sanottu	5	6	7
22808	75.63727091197013	-2401.095770119957	5	3	22808	lausti	hallinta	5	6	8
22809	90.00414571712157	-2247.003373571943	5	9	22809	ainoat	sijaitsevalla	5	6	13
22810	-5.3983936968792525	-2505.089679892382	5	2	22810	tulokunnan	alkana	5	10	6
22811	-2.291315226416751	-2503.5508593229188	5	2	22811	piispellinen	käyttöjä	5	12	8
22812	-inf	-inf	5	1	22812	manosaa	erillistä	5	7	9
22813	-inf	-inf	5	1	22813	saattauteen	kirjastus	5	11	9
22814	104.42932952022154	-2227.634251674969	5	9	22814	aleksinnan	palkaisijan	5	10	11
22815	70.30338721949892	-2366.7780606375286	5	5	22815	edelleityksen	kansallisen	5	13	11
22816	11.397782143059796	-2489.417303700722	5	2	22816	käydä	laajentanut	5	5	11
22817	69.49545400158165	-2388.876810216536	5	4	22817	neuvastoon	suunniteltu	5	10	11
22818	107.82879638334651	-2026.6754700212512	5	17	22818	enn	kierraalla	5	3	10
22819	-inf	-inf	5	1	22819	käsikirjoittivat	käyttää	5	16	7
22820	35.59093730005307	-2465.1680594143345	5	2	22820	piirikunnallisen	lajaan	5	16	6
22821	80.24265260572098	-2394.315806731404	5	3	22821	mikäinen	kehittämää	5	8	10
22822	-37.68184458307241	-2532.947919380528	5	2	22822	lehtoneen	helpomani	5	9	9
22823	104.39962192504213	-2050.0428807730277	5	16	22823	anthers	toistaa	5	7	7
22824	-inf	-inf	5	1	22824	lamperin	metsissä	5	8	8
22825	79.5510677149042	-2355.99702057625	5	5	22825	munick	korinoittui	5	6	11
22826	62.54155977932071	-2370.3016326067154	5	5	22826	valtaukset	albumi	5	10	6
22827	125.91293997663809	-1809.8139220843827	5	25	22827	koostava	valtana	5	8	7
22828	98.41005781580944	-2213.158751083696	5	10	22828	lennopto	kaupungissa	5	8	11
22829	13.70784691807361	-2482.9936028384527	5	2	22829	itseniitykseksi	asiat	5	15	5
22830	74.02276933045285	-2402.484268099888	5	3	22830	laulunnitteita	samanlaisia	5	14	11
22831	17.659706921296642	-2481.0062834457085	5	2	22831	tallon	paljelma	5	6	8
22832	75.083706913985	-2378.042186321828	5	4	22832	konrenc	olevalla	5	7	8
22833	125.6943981825337	-2003.6415850337	5	17	22833	perhen	suunnitelmien	5	6	13
22834	-inf	-inf	5	1	22834	maainsa	kanalaisen	5	7	10
